frame,time_sec,x,y,confidence,estimated,velocity_x,velocity_y,speed,court_region,court_side
206,6.866666666666666,954.5832375671308,1067.639363869184,0.5093758416175842,True,-26.833431390792626,-0.20517390455038864,26.834215780146874,Back,Left
207,6.9,927.7498061763382,1067.4341899646338,0.4793758416175842,True,-26.833431390792626,-0.20517390455038864,26.834215780146874,Back,Left
208,6.933333333333334,900.9163747855456,1067.2290160600835,0.4393758416175842,True,-26.833431390792626,-0.20517390455038864,26.834215780146874,Back,Left
209,6.966666666666667,874.082943394753,1067.0238421555332,0.3893758416175842,True,-26.833431390792626,-0.20517390455038864,26.834215780146874,Back,Left
210,7.0,847.2495120039604,1066.818668250983,0.3293758416175842,True,-26.833431390792626,-0.20517390455038864,26.834215780146874,Back,Left
211,7.033333333333333,820.4160806131678,1066.6134943464326,0.2593758416175842,True,-26.833431390792626,-0.20517390455038864,26.834215780146874,Back,Left
212,7.066666666666666,793.5826492223752,1066.4083204418823,0.1793758416175842,True,-26.833431390792626,-0.20517390455038864,26.834215780146874,Back,Left
213,7.1,766.7492178315825,1066.203146537332,0.08937584161758419,True,-26.833431390792626,-0.20517390455038864,26.834215780146874,Back,Left
362,12.066666666666666,623,360,0.43261316418647766,False,-11.726110269661843,-2.853292478962267,12.068261682063891,Middle,Left
363,12.1,623,360,0.4319601058959961,False,790.4676486490902,-141.67655518695233,803.0637271415408,Middle,Left
364,12.133333333333333,100.62706700988508,445.5164526522783,0.4219601058959961,True,790.4676486490902,-141.67655518695233,803.0637271415408,Middle,Left
365,12.166666666666666,891.0947156589752,303.839897465326,0.40196010589599607,True,790.4676486490902,-141.67655518695233,803.0637271415408,Front,Left
366,12.2,633,315,0.37285903096199036,False,678.5078246923919,-125.35748264048041,689.990845318081,Front,Left
371,12.366666666666667,602,314,0.34085750579833984,False,390.13445759506993,-74.39544175942031,397.16442030672727,Front,Left
374,12.466666666666667,575,342,0.47852879762649536,False,-125.52773642681683,21.91600931345667,127.42654384651541,Front,Left
375,12.5,575,342,0.4785469174385071,False,-412.43058629550774,75.71290608118571,419.322587823879,Front,Left
376,12.533333333333333,565,357,0.4932486116886139,False,-559.7609530003417,105.5949926528398,569.633765657553,Middle,Left
377,12.566666666666666,635.3975377945496,334.78393104378733,0.4832486116886139,True,-559.7609530003417,105.79499265283981,569.6708742548325,Front,Left
378,12.6,75.63658479420792,440.57892369662716,0.46324861168861386,True,-559.7609530003417,105.99499265283981,569.7080506464047,Middle,Left
397,13.233333333333333,1139,461,0.41454973816871643,False,-242.85333202002676,54.667370849258134,248.93023582682693,Middle,Right
426,14.2,1392,561,0.32802891731262207,False,-33.60410590556677,19.532785489473554,38.86856882740007,Middle,Right
521,17.366666666666667,1558,797,0.40815383195877075,False,43.57928673498277,12.157322734198686,45.2432837932141,Back,Right
583,19.433333333333334,1554,833,0.39185479283332825,False,81.54938409402041,-4.092843122329274,81.65202637374082,Back,Right
610,20.333333333333332,1465,378,0.44479143619537354,False,94.85187106307292,-53.512475934006474,108.90575065052089,Middle,Right
631,21.033333333333335,1642,822,0.3951305150985718,False,61.99468760393048,-50.426425710031985,79.91348885512575,Back,Right
683,22.766666666666666,1137,548,0.40280038118362427,False,13.432532007470279,-24.742414214772296,28.153507371321954,Middle,Right
767,25.566666666666666,1113,474,0.4649898111820221,False,-15.273792171687056,0.7190290926205307,15.2907073132646,Middle,Right
977,32.56666666666667,365,467,0.5451116561889648,False,-13.934569766440525,32.890014018427095,35.72009597842829,Middle,Left
1077,35.9,397,351,0.5552127957344055,False,-3.4368391591215364,15.712151885334428,16.083643252493804,Front,Left
1095,36.5,512,293,0.5280654430389404,False,24.663734551339658,-71.89947939953481,76.01207101469527,Front,Left
