"[532, 618]","[1392, 617]","[1916, 1049]","[1, 1068]","[218, 867]","[1698, 864]","[958, 780]","[521, 374]","[1393, 377]","[521, 4]","[1396, 6]"
"[0, 9.75, 0]","[6.4, 9.75, 0]","[6.4, 0, 0]","[0, 0, 0]","[3.2, 4.57, 0]","[0, 2.71, 0]","[6.4, 2.71, 0]","[0, 9.75, 0.48]","[6.4, 9.75, 0.48]","[0, 9.75, 1.78]","[6.4, 9.75, 1.78]","[0, 9.75, 4.57]","[6.4, 9.75, 4.57]"
