frame,time,x,y,mask_area
858,28.6,621,809,1374
859,28.633333333333333,656,809,1190
860,28.666666666666668,690,810,787
861,28.7,690,811,765
862,28.733333333333334,721,809,1108
863,28.766666666666666,746,810,1330
864,28.8,758,811,1108
865,28.833333333333332,760,814,861
866,28.866666666666667,760,813,876
867,28.9,760,813,847
868,28.933333333333334,760,813,857
869,28.966666666666665,759,815,792
870,29.0,759,814,820
871,29.033333333333335,761,812,844
872,29.066666666666666,764,813,716
873,29.1,764,813,706
874,29.133333333333333,766,809,499
875,29.166666666666668,768,808,399
876,29.2,796,818,936
877,29.233333333333334,800,822,1007
878,29.266666666666666,799,825,963
879,29.3,799,825,978
880,29.333333333333332,798,829,923
881,29.366666666666667,800,833,807
882,29.4,801,836,631
883,29.433333333333334,801,837,625
884,29.466666666666665,800,836,765
885,29.5,800,836,769
886,29.533333333333335,799,836,776
887,29.566666666666666,798,835,809
888,29.6,799,836,802
889,29.633333333333333,799,836,733
890,29.666666666666668,798,836,791
891,29.7,798,835,916
892,29.733333333333334,798,835,909
893,29.766666666666666,798,836,873
894,29.8,797,837,888
895,29.833333333333332,797,837,902
896,29.866666666666667,797,837,928
897,29.9,797,837,945
898,29.933333333333334,798,836,892
899,29.966666666666665,798,835,918
900,30.0,798,834,889
901,30.033333333333335,798,837,878
902,30.066666666666666,797,839,816
903,30.1,797,839,806
904,30.133333333333333,796,841,805
905,30.166666666666668,797,842,724
906,30.2,797,843,739
907,30.233333333333334,799,843,844
908,30.266666666666666,803,845,746
909,30.3,803,845,767
910,30.333333333333332,802,845,729
911,30.366666666666667,800,844,750
912,30.4,800,845,777
913,30.433333333333334,800,845,718
914,30.466666666666665,800,845,818
915,30.5,800,845,841
916,30.533333333333335,799,843,809
917,30.566666666666666,790,841,892
918,30.6,765,846,881
919,30.633333333333333,744,852,1740
920,30.666666666666668,720,861,1876
921,30.7,721,861,1881
922,30.733333333333334,704,868,2256
923,30.766666666666666,678,878,2315
924,30.8,654,884,2750
925,30.833333333333332,632,886,2493
926,30.866666666666667,610,888,2214
927,30.9,610,888,2216
928,30.933333333333334,599,892,2500
929,30.966666666666665,588,908,2113
930,31.0,581,917,2325
931,31.033333333333335,582,917,2253
932,31.066666666666666,581,918,2263
933,31.1,581,918,2275
934,31.133333333333333,581,918,2216
935,31.166666666666668,581,918,2174
936,31.2,580,918,2155
937,31.233333333333334,580,917,2146
938,31.266666666666666,580,916,2215
939,31.3,580,917,2193
940,31.333333333333332,578,913,2301
941,31.366666666666667,574,907,2537
942,31.4,562,918,1395
943,31.433333333333334,548,922,1304
944,31.466666666666665,533,909,2304
945,31.5,532,907,2403
946,31.533333333333335,506,917,2684
947,31.566666666666666,480,921,2341
948,31.6,416,972,990
