frame,time,x,y,mask_area
265,8.833333333333334,540,782,138
266,8.866666666666667,533,768,119
267,8.9,533,768,114
268,8.933333333333334,527,756,123
269,8.966666666666667,520,748,97
270,9.0,512,744,133
271,9.033333333333333,504,739,133
286,9.533333333333333,521,496,143
287,9.566666666666666,505,511,124
288,9.6,486,528,422
298,9.933333333333334,495,681,115
299,9.966666666666667,500,667,97
300,10.0,505,656,92
301,10.033333333333333,511,647,90
302,10.066666666666666,516,642,87
303,10.1,516,642,88
304,10.133333333333333,520,638,83
305,10.166666666666666,526,637,84
306,10.2,532,639,80
307,10.233333333333333,538,643,73
308,10.266666666666667,544,651,116
309,10.3,544,651,110
310,10.333333333333334,551,661,120
311,10.366666666666667,558,675,128
312,10.4,556,707,360
313,10.433333333333334,576,618,249
316,10.533333333333333,603,486,202
323,10.766666666666667,515,435,92
325,10.833333333333334,476,441,147
326,10.866666666666667,455,448,151
327,10.9,455,448,150
328,10.933333333333334,433,457,166
329,10.966666666666667,409,470,197
330,11.0,385,486,191
331,11.033333333333333,351,600,609
332,11.066666666666666,333,527,216
333,11.1,332,527,197
334,11.133333333333333,327,550,122
335,11.166666666666666,320,576,155
336,11.2,314,606,235
343,11.433333333333334,257,888,222
344,11.466666666666667,258,865,194
345,11.5,258,865,195
346,11.533333333333333,259,843,193
347,11.566666666666666,261,825,174
348,11.6,262,811,163
349,11.633333333333333,262,800,168
350,11.666666666666666,263,793,132
351,11.7,263,793,146
352,11.733333333333333,264,791,138
353,11.766666666666667,266,792,147
354,11.8,268,797,153
355,11.833333333333334,271,808,169
364,12.133333333333333,645,329,119
365,12.166666666666666,630,448,247
366,12.2,633,315,63
367,12.233333333333333,625,312,82
368,12.266666666666667,618,310,99
369,12.3,618,310,97
370,12.333333333333334,610,311,66
371,12.366666666666667,602,315,67
372,12.4,592,321,116
373,12.433333333333334,584,330,109
374,12.466666666666667,573,342,128
375,12.5,573,342,127
376,12.533333333333333,563,358,142
377,12.566666666666666,553,378,173
378,12.6,542,400,178
379,12.633333333333333,530,429,229
380,12.666666666666666,517,462,250
381,12.7,517,462,256
382,12.733333333333333,491,481,316
383,12.766666666666667,442,446,299
384,12.8,398,418,289
385,12.833333333333334,442,406,327
386,12.866666666666667,503,401,286
387,12.9,503,401,276
388,12.933333333333334,560,399,264
389,12.966666666666667,614,400,265
390,13.0,664,403,206
391,13.033333333333333,713,408,178
392,13.066666666666666,756,416,203
393,13.1,756,416,209
394,13.133333333333333,797,424,196
395,13.166666666666666,838,435,198
396,13.2,875,447,198
397,13.233333333333333,905,461,160
398,13.266666666666667,935,478,192
399,13.3,935,477,182
400,13.333333333333334,962,496,188
401,13.366666666666667,991,518,221
402,13.4,1019,541,237
403,13.433333333333334,1048,561,85
410,13.666666666666666,1198,608,144
411,13.7,1198,608,147
412,13.733333333333333,1210,607,500
413,13.766666666666667,1243,599,944
414,13.8,1254,577,1123
415,13.833333333333334,1274,556,1491
416,13.866666666666667,1288,542,1797
417,13.9,1288,542,1846
418,13.933333333333334,1306,532,2096
419,13.966666666666667,1328,530,2518
420,14.0,1348,550,637
452,15.066666666666666,1142,428,445
453,15.1,1141,428,467
487,16.233333333333334,1152,483,202
488,16.266666666666666,1152,474,247
489,16.3,1152,474,234
490,16.333333333333332,1153,466,252
491,16.366666666666667,1154,458,266
492,16.4,1155,452,276
493,16.433333333333334,1155,446,287
494,16.466666666666665,1156,441,286
495,16.5,1155,441,284
496,16.533333333333335,1156,436,274
497,16.566666666666666,1156,432,300
498,16.6,1156,428,281
499,16.633333333333333,1156,425,261
500,16.666666666666668,1156,425,253
501,16.7,1155,424,260
502,16.733333333333334,1155,421,285
503,16.766666666666666,1154,419,263
504,16.8,1153,418,262
505,16.833333333333332,1152,417,257
506,16.866666666666667,1150,417,252
507,16.9,1150,417,250
508,16.933333333333334,1143,416,283
509,16.966666666666665,1137,415,303
510,17.0,1129,415,254
511,17.033333333333335,1125,415,305
512,17.066666666666666,1122,414,365
513,17.1,1122,414,367
514,17.133333333333333,1121,413,410
515,17.166666666666668,1118,412,394
516,17.2,1116,412,409
517,17.233333333333334,1113,412,436
518,17.266666666666666,1110,412,441
519,17.3,1110,412,441
520,17.333333333333332,1108,412,416
521,17.366666666666667,1107,413,421
522,17.4,1105,414,406
523,17.433333333333334,1103,415,399
524,17.466666666666665,1101,417,368
525,17.5,1101,417,365
526,17.533333333333335,1100,420,340
527,17.566666666666666,1099,424,346
528,17.6,1097,427,346
529,17.633333333333333,1097,431,337
530,17.666666666666668,1096,434,307
531,17.7,1096,434,307
532,17.733333333333334,1095,437,299
533,17.766666666666666,1094,438,293
534,17.8,1092,438,315
535,17.833333333333332,1088,436,330
536,17.866666666666667,1083,432,347
537,17.9,1083,432,351
538,17.933333333333334,1078,429,390
539,17.966666666666665,1074,425,372
540,18.0,1069,421,358
541,18.033333333333335,1065,418,396
542,18.066666666666666,1061,416,435
543,18.1,1061,416,436
544,18.133333333333333,1056,414,428
545,18.166666666666668,1050,412,445
546,18.2,1046,410,441
547,18.233333333333334,1041,409,418
548,18.266666666666666,1035,409,423
549,18.3,1035,408,403
550,18.333333333333332,1029,408,379
551,18.366666666666667,1024,408,411
552,18.4,1017,406,388
553,18.433333333333334,1012,406,377
554,18.466666666666665,1007,405,374
555,18.5,1007,405,370
556,18.533333333333335,1002,405,383
557,18.566666666666666,998,404,371
558,18.6,993,404,345
559,18.633333333333333,988,403,358
560,18.666666666666668,983,403,358
561,18.7,983,403,352
562,18.733333333333334,978,403,344
563,18.766666666666666,973,402,400
564,18.8,967,403,367
565,18.833333333333332,961,403,359
566,18.866666666666667,956,403,402
567,18.9,956,403,401
568,18.933333333333334,951,405,360
569,18.966666666666665,945,405,375
570,19.0,876,463,492
571,19.033333333333335,887,462,629
574,19.133333333333333,1278,302,149
575,19.166666666666668,1333,298,171
576,19.2,1363,309,163
577,19.233333333333334,1392,324,219
578,19.266666666666666,1424,342,225
579,19.3,1424,342,228
580,19.333333333333332,1459,369,228
581,19.366666666666667,1493,390,249
582,19.4,1532,421,291
583,19.433333333333334,1571,458,276
584,19.466666666666665,1615,498,365
585,19.5,1615,499,370
586,19.533333333333335,1662,547,430
587,19.566666666666666,1704,597,371
588,19.6,1702,638,334
589,19.633333333333333,1680,654,792
590,19.666666666666668,1598,556,452
591,19.7,1597,556,480
592,19.733333333333334,1529,471,576
593,19.766666666666666,1476,408,369
594,19.8,1436,361,341
595,19.833333333333332,1398,326,335
596,19.866666666666667,1396,312,98
597,19.9,1394,312,77
598,19.933333333333334,1395,306,78
599,19.966666666666665,1401,301,109
600,20.0,1408,299,95
601,20.033333333333335,1413,298,88
602,20.066666666666666,1420,300,88
603,20.1,1420,300,84
604,20.133333333333333,1427,305,91
605,20.166666666666668,1433,312,103
606,20.2,1441,323,117
607,20.233333333333334,1449,337,125
608,20.266666666666666,1456,354,149
609,20.3,1456,354,149
610,20.333333333333332,1464,376,170
611,20.366666666666667,1473,399,176
612,20.4,1483,430,217
613,20.433333333333334,1492,464,244
614,20.466666666666665,1502,504,284
615,20.5,1502,504,287
616,20.533333333333335,1512,550,315
617,20.566666666666666,1524,602,343
618,20.6,1535,662,441
619,20.633333333333333,1546,719,209
623,20.766666666666666,1590,943,234
624,20.8,1598,917,217
625,20.833333333333332,1606,894,200
626,20.866666666666667,1615,874,192
627,20.9,1615,874,195
628,20.933333333333334,1625,858,172
629,20.966666666666665,1634,846,150
630,21.0,1644,840,167
631,21.033333333333335,1641,821,279
632,21.066666666666666,1627,796,294
633,21.1,1627,796,291
634,21.133333333333333,1613,774,247
635,21.166666666666668,1601,759,244
636,21.2,1587,747,217
640,21.333333333333332,1568,568,397
642,21.4,1529,761,138
643,21.433333333333334,1516,776,162
644,21.466666666666665,1504,795,199
645,21.5,1504,795,199
646,21.533333333333335,1494,817,237
647,21.566666666666666,1482,843,208
648,21.6,1558,877,473
649,21.633333333333333,1564,875,272
668,22.266666666666666,1136,470,108
669,22.3,1136,471,137
670,22.333333333333332,1137,472,103
683,22.766666666666666,265,768,183
688,22.933333333333334,443,605,360
721,24.033333333333335,831,424,183
722,24.066666666666666,856,411,157
723,24.1,856,411,152
724,24.133333333333333,883,402,89
726,24.2,940,384,123
727,24.233333333333334,970,381,124
728,24.266666666666666,1005,376,162
729,24.3,1005,376,155
730,24.333333333333332,1041,376,165
731,24.366666666666667,1076,378,202
732,24.4,1115,381,204
733,24.433333333333334,1158,389,206
734,24.466666666666665,1201,400,263
735,24.5,1201,400,268
736,24.533333333333335,1250,414,278
737,24.566666666666666,1299,432,322
738,24.6,1351,454,349
739,24.633333333333333,1407,481,397
740,24.666666666666668,1468,513,479
741,24.7,1468,513,490
742,24.733333333333334,1532,549,477
743,24.766666666666666,1601,592,526
744,24.8,1676,643,656
745,24.833333333333332,1756,701,693
746,24.866666666666667,1765,749,433
747,24.9,1765,749,437
748,24.933333333333334,1740,797,489
749,24.966666666666665,1714,852,518
750,25.0,1689,910,448
752,25.066666666666666,1637,1010,189
753,25.1,1636,1010,170
755,25.166666666666668,1581,961,182
756,25.2,1551,944,180
757,25.233333333333334,1523,922,315
758,25.266666666666666,1495,896,282
759,25.3,1495,896,279
760,25.333333333333332,1466,875,261
761,25.366666666666667,1438,859,258
762,25.4,1411,849,242
763,25.433333333333334,1384,841,214
764,25.466666666666665,1357,839,184
765,25.5,1357,839,183
766,25.533333333333335,1331,843,191
767,25.566666666666666,1307,850,207
768,25.6,1280,862,237
769,25.633333333333333,1256,877,231
770,25.666666666666668,1232,896,259
771,25.7,1232,896,255
772,25.733333333333334,1209,920,255
773,25.766666666666666,1133,920,114
774,25.8,1133,925,209
791,26.366666666666667,635,620,260
792,26.4,603,656,346
793,26.433333333333334,567,700,396
794,26.466666666666665,532,746,355
795,26.5,532,746,355
796,26.533333333333335,489,807,561
797,26.566666666666666,453,845,152
798,26.6,429,829,201
799,26.633333333333333,404,817,211
800,26.666666666666668,377,806,196
801,26.7,377,806,193
802,26.733333333333334,350,798,198
803,26.766666666666666,321,795,255
804,26.8,291,800,258
805,26.833333333333332,259,805,307
806,26.866666666666667,226,815,309
807,26.9,226,815,315
808,26.933333333333334,190,831,343
809,26.966666666666665,153,852,383
810,27.0,113,880,452
811,27.033333333333335,70,914,521
814,27.133333333333333,51,929,127
815,27.166666666666668,58,923,187
816,27.2,68,922,205
817,27.233333333333334,77,924,172
820,27.333333333333332,360,913,385
827,27.566666666666666,560,476,116
828,27.6,551,474,76
829,27.633333333333333,541,475,80
830,27.666666666666668,532,478,106
831,27.7,532,479,106
832,27.733333333333334,520,484,103
833,27.766666666666666,509,493,98
836,27.866666666666667,471,538,206
837,27.9,470,538,199
838,27.933333333333334,458,560,187
839,27.966666666666665,442,588,230
840,28.0,427,619,248
841,28.033333333333335,411,655,312
842,28.066666666666666,395,696,325
843,28.1,394,696,311
850,28.333333333333332,885,415,147
851,28.366666666666667,911,407,161
852,28.4,940,401,143
857,28.566666666666666,1068,397,174
858,28.6,1106,402,175
859,28.633333333333333,1147,411,175
860,28.666666666666668,1187,422,226
861,28.7,1187,422,229
862,28.733333333333334,1232,437,297
863,28.766666666666666,1278,455,312
864,28.8,1328,478,337
865,28.833333333333332,1381,504,377
866,28.866666666666667,1438,537,412
867,28.9,1438,537,420
868,28.933333333333334,1498,574,436
869,28.966666666666665,1553,611,183
870,29.0,1641,672,99
871,29.033333333333335,1703,722,726
872,29.066666666666666,1731,774,372
873,29.1,1731,774,358
874,29.133333333333333,1715,822,433
875,29.166666666666668,1698,878,459
876,29.2,1670,952,208
880,29.333333333333332,1613,915,165
881,29.366666666666667,1592,904,217
882,29.4,1563,896,192
883,29.433333333333334,1540,892,151
884,29.466666666666665,1516,893,205
885,29.5,1516,893,216
886,29.533333333333335,1489,899,211
887,29.566666666666666,1461,901,281
888,29.6,1430,885,266
889,29.633333333333333,1401,874,241
890,29.666666666666668,1371,866,214
891,29.7,1371,866,209
892,29.733333333333334,1343,865,226
893,29.766666666666666,1315,867,209
894,29.8,1287,874,244
895,29.833333333333332,1261,886,232
896,29.866666666666667,1235,902,222
897,29.9,1235,902,215
898,29.933333333333334,1210,921,242
899,29.966666666666665,1185,944,214
902,30.066666666666666,1084,905,193
903,30.1,1082,906,200
904,30.133333333333333,1096,885,3554
905,30.166666666666668,1098,885,3779
906,30.2,1118,884,2007
907,30.233333333333334,1112,864,2836
908,30.266666666666666,1147,863,164
909,30.3,1146,863,260
910,30.333333333333332,1155,839,245
911,30.366666666666667,1161,814,188
912,30.4,1167,787,142
913,30.433333333333334,725,487,198
914,30.466666666666665,699,501,232
915,30.5,698,501,226
916,30.533333333333335,676,521,391
917,30.566666666666666,638,541,255
918,30.6,605,568,173
919,30.633333333333333,571,596,243
920,30.666666666666668,531,636,297
921,30.7,531,636,301
922,30.733333333333334,492,677,303
923,30.766666666666666,448,728,392
924,30.8,400,784,533
930,31.0,198,857,286
931,31.033333333333335,161,848,329
932,31.066666666666666,123,843,324
933,31.1,121,843,292
934,31.133333333333333,80,843,304
935,31.166666666666668,37,848,420
936,31.2,2,856,94
941,31.366666666666667,4,812,143
942,31.4,18,809,287
943,31.433333333333334,34,813,242
944,31.466666666666665,51,821,272
945,31.5,51,821,277
946,31.533333333333335,67,833,297
947,31.566666666666666,84,849,303
948,31.6,99,868,278
949,31.633333333333333,114,892,321
950,31.666666666666668,127,917,234
951,31.7,127,917,225
954,31.8,286,944,275
955,31.833333333333332,293,917,82
968,32.266666666666666,466,343,108
969,32.3,466,343,103
970,32.333333333333336,454,350,114
971,32.36666666666667,440,362,144
972,32.4,426,375,128
973,32.43333333333333,411,393,164
974,32.46666666666667,397,414,192
975,32.5,396,414,187
976,32.53333333333333,380,439,201
977,32.56666666666667,364,467,233
979,32.63333333333333,326,543,173
980,32.666666666666664,308,584,335
981,32.7,308,584,348
982,32.733333333333334,287,632,315
983,32.766666666666666,265,691,435
984,32.8,242,754,542
985,32.833333333333336,215,823,569
986,32.86666666666667,189,896,282
987,32.9,189,896,252
988,32.93333333333333,174,874,276
989,32.96666666666667,159,849,266
990,33.0,143,828,240
991,33.03333333333333,127,810,223
992,33.06666666666667,109,795,228
993,33.1,109,795,233
994,33.13333333333333,92,784,233
995,33.166666666666664,75,778,219
996,33.2,56,774,203
997,33.233333333333334,37,777,203
998,33.266666666666666,16,784,303
999,33.3,15,784,299
1000,33.333333333333336,2,793,78
1003,33.43333333333333,2,797,58
1004,33.46666666666667,9,794,278
1005,33.5,9,794,272
1006,33.53333333333333,24,796,219
1007,33.56666666666667,37,802,248
1008,33.6,51,812,252
1009,33.63333333333333,64,827,289
1010,33.666666666666664,77,845,296
1011,33.7,77,845,294
1012,33.733333333333334,89,867,324
1013,33.766666666666666,102,893,332
1014,33.8,251,954,398
1015,33.833333333333336,291,751,152
1016,33.86666666666667,290,751,132
1017,33.9,286,761,147
1019,33.96666666666667,392,630,535
1020,34.0,451,555,387
1021,34.03333333333333,497,502,351
1022,34.06666666666667,496,502,348
1023,34.1,533,460,254
1024,34.13333333333333,540,443,112
1025,34.166666666666664,526,443,104
1027,34.233333333333334,497,450,135
1028,34.266666666666666,497,450,136
1029,34.3,481,457,114
1030,34.333333333333336,465,467,125
1031,34.36666666666667,447,480,152
1032,34.4,429,496,194
1033,34.43333333333333,408,516,245
1034,34.46666666666667,408,516,250
1035,34.5,391,537,284
1036,34.53333333333333,379,563,250
1037,34.56666666666667,368,592,359
1041,34.7,316,709,327
1042,34.733333333333334,297,758,373
1043,34.766666666666666,277,812,299
1044,34.8,262,829,193
1045,34.833333333333336,253,812,171
1046,34.86666666666667,253,812,171
1047,34.9,242,797,139
1048,34.93333333333333,232,785,150
1049,34.96666666666667,221,777,168
1050,35.0,210,772,154
1051,35.03333333333333,199,771,169
1052,35.06666666666667,199,771,163
1053,35.1,204,799,416
1054,35.13333333333333,249,819,252
1055,35.166666666666664,242,840,235
1056,35.2,237,826,279
1057,35.233333333333334,261,795,376
1058,35.266666666666666,260,794,532
1059,35.3,293,765,491
1065,35.5,512,620,245
1074,35.8,421,310,154
1075,35.833333333333336,409,328,190
1076,35.86666666666667,409,328,187
1077,35.9,396,351,196
1078,35.93333333333333,382,377,195
1079,35.96666666666667,370,406,228
1080,36.0,356,444,256
1081,36.03333333333333,342,480,283
1082,36.06666666666667,342,480,279
1083,36.1,324,525,289
1084,36.13333333333333,308,574,384
1085,36.166666666666664,291,628,377
1086,36.2,270,698,495
1087,36.233333333333334,316,594,523
1088,36.266666666666666,316,595,565
1090,36.333333333333336,400,535,663
1091,36.36666666666667,431,400,269
1092,36.4,460,358,298
1093,36.43333333333333,488,321,292
1094,36.46666666666667,488,321,295
1095,36.5,512,290,256
1096,36.53333333333333,531,264,200
1097,36.56666666666667,538,248,96
1098,36.6,532,238,103
1099,36.63333333333333,528,229,85
1100,36.666666666666664,528,229,82
1111,37.03333333333333,475,281,161
1112,37.06666666666667,474,275,123
1113,37.1,468,295,128
1114,37.13333333333333,462,319,195
1115,37.166666666666664,455,348,230
1116,37.2,448,379,223
1117,37.233333333333334,441,416,289
1118,37.266666666666666,441,416,279
1119,37.3,433,457,299
1120,37.333333333333336,426,502,357
1121,37.36666666666667,419,552,309
1122,37.4,411,608,436
1123,37.43333333333333,403,672,481
1124,37.46666666666667,403,673,488
1125,37.5,425,653,439
1126,37.53333333333333,458,599,313
1127,37.56666666666667,485,558,200
1159,38.63333333333333,352,470,320
1160,38.666666666666664,352,457,164
1161,38.7,351,456,215
1162,38.733333333333334,349,453,237
1163,38.766666666666666,346,452,284
1165,38.833333333333336,345,447,444
1166,38.86666666666667,345,447,445
1167,38.9,345,444,457
1168,38.93333333333333,345,443,479
1169,38.96666666666667,343,442,447
1170,39.0,340,440,364
1171,39.03333333333333,338,440,297
1172,39.06666666666667,338,441,314
1173,39.1,337,442,283
1175,39.166666666666664,1179,443,133
1176,39.2,1196,430,161
1177,39.233333333333334,1213,419,107
1178,39.266666666666666,1212,419,105
1179,39.3,1228,411,111
1180,39.333333333333336,1246,403,107
1181,39.36666666666667,1263,400,100
1182,39.4,1280,398,97
1183,39.43333333333333,1298,398,102
1184,39.46666666666667,1298,398,101
1185,39.5,1315,400,98
1186,39.53333333333333,1334,406,113
1187,39.56666666666667,1352,414,121
1188,39.6,1371,424,111
1189,39.63333333333333,1391,437,142
1190,39.666666666666664,1391,437,137
1191,39.7,1410,453,150
1192,39.733333333333334,1430,471,152
1193,39.766666666666666,1449,493,181
1194,39.8,1470,516,174
1195,39.833333333333336,1485,539,208
1196,39.86666666666667,1485,539,210
1197,39.9,1473,557,125
1198,39.93333333333333,1464,578,130
1200,40.0,1447,630,171
1201,40.03333333333333,1438,659,177
1202,40.06666666666667,1438,659,178
1203,40.1,1429,690,209
1204,40.13333333333333,1421,707,128
1205,40.166666666666664,1412,690,129
1206,40.2,1403,674,104
1207,40.233333333333334,1394,662,103
1208,40.266666666666666,1394,662,99
1209,40.3,1386,651,97
1210,40.333333333333336,1377,644,83
1211,40.36666666666667,1367,640,81
1212,40.4,1359,638,82
1213,40.43333333333333,1350,638,81
1214,40.46666666666667,1350,638,83
1215,40.5,1340,642,86
1216,40.53333333333333,1331,648,98
1217,40.56666666666667,1321,658,109
1218,40.6,1311,670,111
1219,40.63333333333333,1302,685,123
1220,40.666666666666664,1302,685,122
1221,40.7,1292,702,144
1222,40.733333333333334,1282,723,150
1223,40.766666666666666,1273,724,104
1224,40.8,1265,714,89
1225,40.833333333333336,1257,706,81
1226,40.86666666666667,1257,706,80
1227,40.9,1248,701,84
1228,40.93333333333333,1239,699,87
1229,40.96666666666667,1231,700,80
1230,41.0,1222,703,76
1231,41.03333333333333,1213,710,97
1232,41.06666666666667,1213,710,96
1233,41.1,1204,719,92
1234,41.13333333333333,1195,731,91
1235,41.166666666666664,1186,743,96
1236,41.2,1178,734,81
1237,41.233333333333334,1170,730,83
1238,41.266666666666666,1170,730,81
1239,41.3,1130,577,21
1240,41.333333333333336,681,223,110
1241,41.36666666666667,659,218,117
1242,41.4,636,217,137
1243,41.43333333333333,613,218,133
1244,41.46666666666667,613,217,135
1245,41.5,587,221,148
1246,41.53333333333333,561,227,175
1247,41.56666666666667,534,236,215
1248,41.6,504,249,192
1249,41.63333333333333,473,264,198
1250,41.666666666666664,473,264,198
1251,41.7,440,285,283
1252,41.733333333333334,405,309,280
1253,41.766666666666666,368,338,356
1254,41.8,324,371,681
1255,41.833333333333336,288,412,455
1256,41.86666666666667,288,412,461
1258,41.93333333333333,590,357,938
1259,41.96666666666667,731,328,655
1260,42.0,838,309,524
1261,42.03333333333333,899,300,163
1262,42.06666666666667,899,300,153
1263,42.1,926,299,147
1264,42.13333333333333,955,300,158
1265,42.166666666666664,986,304,157
1266,42.2,1019,310,199
1267,42.233333333333334,1054,319,207
1268,42.266666666666666,1054,319,211
1269,42.3,1091,332,234
1270,42.333333333333336,1128,347,221
1271,42.36666666666667,1169,366,247
1272,42.4,1212,389,256
1273,42.43333333333333,1258,416,313
1274,42.46666666666667,1258,416,316
1275,42.5,1308,449,320
1276,42.53333333333333,1361,486,385
1277,42.56666666666667,1415,528,425
1278,42.6,1473,577,445
1279,42.63333333333333,1534,630,425
1280,42.666666666666664,1534,630,428
1282,42.733333333333334,1677,765,624
1283,42.766666666666666,1702,826,382
1284,42.8,1684,879,458
1285,42.833333333333336,1660,892,290
1286,42.86666666666667,1660,892,283
1287,42.9,1636,873,226
