"[178, 163]","[475, 165]","[586, 358]","[63, 359]","[324, 261]","[89, 308]","[550, 310]","[177, 147]","[475, 144]","[174, 82]","[479, 82]","[171, 3]","[482, 3]"
"[0, 9.75, 0]","[6.4, 9.75, 0]","[6.4, 0, 0]","[0, 0, 0]","[3.2, 4.57, 0]","[0, 2.71, 0]","[6.4, 2.71, 0]","[0, 9.75, 0.48]","[6.4, 9.75, 0.48]","[0, 9.75, 1.78]","[6.4, 9.75, 1.78]","[0, 9.75, 4.57]","[6.4, 9.75, 4.57]"
