"[530, 619]","[1390, 620]","[1915, 1057]","[4, 1076]","[217, 866]","[1691, 864]","[958, 781]","[524, 380]","[1392, 377]","[519, 2]","[1394, 3]"
"[0, 9.75, 0]","[6.4, 9.75, 0]","[6.4, 0, 0]","[0, 0, 0]","[3.2, 4.57, 0]","[0, 2.71, 0]","[6.4, 2.71, 0]","[0, 9.75, 0.48]","[6.4, 9.75, 0.48]","[0, 9.75, 1.78]","[6.4, 9.75, 1.78]","[0, 9.75, 4.57]","[6.4, 9.75, 4.57]"
